audio	sentence
/scratch/skscla001/speech/data/lozgen/audio/220924-133420_loz_969_elicit_1.wav	ambulula a zibiswa kuli haiba kamuyongole u ta fumaneha ni yena u ta tokwahala 
/scratch/skscla001/speech/data/lozgen/audio/220924-113627_loz_969_elicit_5.wav	mi ni bata kuli muni zibise sene si ezahezi kwa batu ba mina 
/scratch/skscla001/speech/data/lozgen/audio/220815-193400_loz_969_elicit_49.wav	kamuyongole a ipumana kuli bupilo bwa hae bu ta yo mu wiseza mwa lino la kwena haiba a sa tokomeli 
/scratch/skscla001/speech/data/lozgen/audio/220924-175953_loz_969_elicit_23.wav	munna ya bizwa kamuyongole manyando u bulaile musal a hae busihu bwa la sixteen sikulu 
/scratch/skscla001/speech/data/lozgen/audio/221024-173803_loz_334_elicit_24.wav	ha mu utwi ni libizo la hae la ipulela 
/scratch/skscla001/speech/data/lozgen/audio/220924-113627_loz_969_elicit_14.wav	sa na hupula ziki ki kuli kanti ko ne ba il o nwa ku fumanehe bani ba bucwala ba buziwe 
/scratch/skscla001/speech/data/lozgen/audio/220821-193526_loz_006_elicit_47.wav	a tabela hahulu lico ze mi a hupula fa mongu foo babeleki ba na ni butata bwa ku fumana lico 
/scratch/skscla001/speech/data/lozgen/audio/221204-101847_loz_9dd_elicit_18.wav	sitongwani sa li mulikani makande ki afi kacenu 
/scratch/skscla001/speech/data/lozgen/audio/220924-175953_loz_969_elicit_27.wav	u tobile ni simbaya mbaya mi namba ya sona ki one thousand one hundred and seventy three kwacha 
/scratch/skscla001/speech/data/lozgen/audio/221024-171240_loz_334_elicit_22.wav	banyani ba ka ki kale ni katala 
/scratch/skscla001/speech/data/lozgen/audio/220814-205913_loz_969_elicit_12.wav	ni njolo ba nolela kwa sefula inge linolo ne li nozwi ki nongolo sipato tota 
/scratch/skscla001/speech/data/lozgen/audio/220814-223030_loz_969_elicit_9.wav	ba banwi mane se ba ni nga kuli ni sikebenga ni sali ku shutela simataka ka mulamu fa siemboka sa mwa kandiana 
/scratch/skscla001/speech/data/lozgen/audio/220815-233437_loz_969_elicit_22.wav	ka ya manzibwana nongolo a yo bonana ni cartons 
/scratch/skscla001/speech/data/lozgen/audio/220925-013438_loz_0da_elicit_12.wav	kamuyongole a hupula kapa u lukela ku laeza muhulwan a hae ni batu ba mwa hae kaufela kapa u lukela ku toba feela 
/scratch/skscla001/speech/data/lozgen/audio/221208-171253_loz_5d8_elicit_20.wav	mwendi ki hona i sa z o zwa ku ze maswe 
/scratch/skscla001/speech/data/lozgen/audio/221204-101847_loz_9dd_elicit_16.wav	ka zazi le linwi sitongwani ne si zamaya zamaya mwa mushitu ku ikotolola 
/scratch/skscla001/speech/data/lozgen/audio/220926-004829_loz_0da_elicit_25.wav	za utwile kakuli ne li fa kaufi luli mi na li tamba njolo a ni latelela kwanu ba to zibana ni musal a mulamwae 
/scratch/skscla001/speech/data/lozgen/audio/221211-085211_loz_9dd_elicit_25.wav	ne ba toile hahulu muhulvan a bona 
/scratch/skscla001/speech/data/lozgen/audio/221206-194517_loz_9dd_elicit_11.wav	noha ya li ni ta ku fa yona 
/scratch/skscla001/speech/data/lozgen/audio/221211-190410_loz_5d8_elicit_35.wav	ha ne tu sa lwana kwa ta nyunywani 
/scratch/skscla001/speech/data/lozgen/audio/220821-193526_loz_006_elicit_0.wav	habusa a zibisa katekwe muhupulo wa hae 
/scratch/skscla001/speech/data/lozgen/audio/220928-035559_loz_0da_elicit_33.wav	ne ku na ni butata bo butuna ku fumana mwa na ka bulaelwa kakuli na sa cangi lico mwa lapa la mulena bakeni sa kutoyana ni muoli 
/scratch/skscla001/speech/data/lozgen/audio/221211-215128_loz_5d8_elicit_2.wav	ha busa ba yo shoka kwa tutwa twa bona mi ba fumana nyunywani mwa katwa ka sililalila 
/scratch/skscla001/speech/data/lozgen/audio/220928-033456_loz_0da_elicit_42.wav	a eleza fela namutesuko ni kamuyongole ka ze maswe ze ba ezize 
/scratch/skscla001/speech/data/lozgen/audio/220813-165110_loz_006_elicit_2.wav	punga a mano nyala a pila ni kamuyongole mwa lapa la hac 
/scratch/skscla001/speech/data/lozgen/audio/221205-221521_loz_9dd_elicit_26.wav	za i swala ni ku tamelela lulimi iwa yona kwa mutahali kuli i be sisupo kwa babeteki kaufela 
/scratch/skscla001/speech/data/lozgen/audio/220815-192827_loz_006_elicit_49.wav	kamuyongole kwa ku funduka ni kona kwa ba ni butata bo bunwi kakuli ne ba libelelwa ku ya kwa sitima se si ya mwa buse isini sa kwa mutulo 
/scratch/skscla001/speech/data/lozgen/audio/220821-193526_loz_006_elicit_7.wav	luli kamuyongole ne li wa meto a manata kwa sizana 
/scratch/skscla001/speech/data/lozgen/audio/220924-122127_loz_969_elicit_18.wav	kamuyongole ni njolo ba fumana kuli lilato la bona li ta ba tiseza ze nata ze ne ba si ka libelela 
/scratch/skscla001/speech/data/lozgen/audio/221211-192211_loz_5d8_elicit_28.wav	luwawa iwa sivala lu imyanguta 
/scratch/skscla001/speech/data/lozgen/audio/220821-184128_loz_006_elicit_2.wav	bashemi ba nongolo ka ku sa ziba ku bala mazazi a sikuwa ba palelwa ku alaba ziki 
/scratch/skscla001/speech/data/lozgen/audio/220815-192827_loz_006_elicit_24.wav	luli ba habo nongolo a ba koni ku timelelwa njolo mi ba sa mu bona feela ba ta tokwa ku bona ni nongolo 
/scratch/skscla001/speech/data/lozgen/audio/220815-233437_loz_969_elicit_28.wav	ka baka leo na sa zamaizamai ko ku fumaneha batu ba banata sina kwa musika ni kwa kantini 
/scratch/skscla001/speech/data/lozgen/audio/221211-115749_loz_9dd_elicit_33.wav	kono ku ka ba lili mu mamele he mu ta bona 
/scratch/skscla001/speech/data/lozgen/audio/220924-133420_loz_969_elicit_27.wav	i sali yena luckins a nga mota ku isa miloho kwa tauni ku yo i lekisa 
/scratch/skscla001/speech/data/lozgen/audio/221206-180455_loz_9dd_elicit_12.wav	likulu li sino lemuha kuli za fela za matela mwa mpako ya kota mi za i kupa kuli i mele fa halimw a zona 
/scratch/skscla001/speech/data/lozgen/audio/220924-175953_loz_969_elicit_4.wav	batu ha ba fitile ba loba sikulukulu mi sikwalo ha si li pwanku lipilu za bona za tabwa ki sabule ye ne sa inzi mwa mulala wa njolo 
/scratch/skscla001/speech/data/lozgen/audio/221211-182109_loz_5d8_elicit_41.wav	ka mukwa o cwalo ki hande ku i biza mufumahali 
/scratch/skscla001/speech/data/lozgen/audio/221211-220813_loz_5d8_elicit_45.wav	i lika ku fumana s a lata mi ha i si boni i ziba kuli i mu tabisize 
/scratch/skscla001/speech/data/lozgen/audio/220925-013438_loz_0da_elicit_27.wav	pili a si ka funduka kale a zibisa mulatiwa wa hae yo munwi ya na sa zibwi ki ba banata 
/scratch/skscla001/speech/data/lozgen/audio/220924-113627_loz_969_elicit_44.wav	kamuyongole manyando 
/scratch/skscla001/speech/data/lozgen/audio/220813-154411_loz_006_elicit_48.wav	kono ha i bona muluti wa yona mwa mezi ya hupula kuli ki shakame ye nwi ya shimbulukela ku sili 
/scratch/skscla001/speech/data/lozgen/audio/220814-153226_loz_006_elicit_3.wav	linyunywani hamoho ni bo sikampafwa ne li nze li swenywa ki lila za zona 
/scratch/skscla001/speech/data/lozgen/audio/220925-001458_loz_0da_elicit_8.wav	a man o ziba kuli ki wa mulena mutondo a buza kwa ndu ya kapaso yo muhulu 
/scratch/skscla001/speech/data/lozgen/audio/221209-093804_loz_9dd_elicit_11.wav	amalavi ba tula mishobo ye ka bunolo 
/scratch/skscla001/speech/data/lozgen/audio/220926-014931_loz_0da_elicit_0.wav	a buza mutumbi haiba ni yena na kwezi zazi leo kono mutumbi a hana ni ku talusa kuli musebezi wa hae ki wa fa siteshini feela 
/scratch/skscla001/speech/data/lozgen/audio/221211-115749_loz_9dd_elicit_52.wav	ha ni talima fa fasi na bona kuli ku na ni kambotive ka ka fubelu ka ka na ni lito li li linwi 
/scratch/skscla001/speech/data/lozgen/audio/220814-205913_loz_969_elicit_8.wav	bo nongolo ni njolo ba fumana kuli mafula a lilato la hinto two a him want bongo to co anal stilt ba it be siplato pilu kuli nongolo u sa pila mwendi mapokola ba ta lilimala 
/scratch/skscla001/speech/data/lozgen/audio/221208-170119_loz_9dd_elicit_14.wav	ha nz a hula a ikungela mukwanyana wa ku lila lila tela ni h a n a sa natiwangi 
/scratch/skscla001/speech/data/lozgen/audio/220924-175953_loz_969_elicit_42.wav	ha ku fitile nakonyana mupokola a ya mwa mukwakwa o no inzi fa kaufi ku yo sebeleza teni 
/scratch/skscla001/speech/data/lozgen/audio/220926-014931_loz_0da_elicit_44.wav	nongolo na s a beile kwa tuko situpa sa nongolo kuli si ta mu swalisa a itusisa sa hae tota 
/scratch/skscla001/speech/data/lozgen/audio/221108-223008_loz_fcd_elicit_45.wav	kayama na ziba kuli ne ku sina teko ya makatulo a kuma foo 
/scratch/skscla001/speech/data/lozgen/audio/220813-203957_loz_969_elicit_5.wav	mu ta pila mwa mushitu maliha luna lu nze lu ikola mulilo 
/scratch/skscla001/speech/data/lozgen/audio/220815-233437_loz_969_elicit_32.wav	sandala ili munyan a nongolo ya na kena fa sefula na bata mali a ku feleleza tifo ya hae mwa sikolo 
/scratch/skscla001/speech/data/lozgen/audio/220821-215724_loz_006_elicit_6.wav	kapili a lemuha kuli ki lisholi ya na bata fecla ku puma batu mubusisi a sike a luma mesinja yo munca ku to telisa a linosi 
/scratch/skscla001/speech/data/lozgen/audio/220815-233437_loz_969_elicit_10.wav	musame ece ini wena funa nchito nongolo work musebezi 
/scratch/skscla001/speech/data/lozgen/audio/221024-173803_loz_334_elicit_38.wav	zeo ha li felile nongolo a kutela kwa kasima 
/scratch/skscla001/speech/data/lozgen/audio/220926-012714_loz_0da_elicit_6.wav	haiba libizo la hae li siyo ki kuli ha lati ku zibwa kwa inzi kapa hakuna kwa inzi u ishwezi 
/scratch/skscla001/speech/data/lozgen/audio/220814-153226_loz_006_elicit_31.wav	ha mu teleze bo sinuku ku bulla luwawa ka sishemo 
/scratch/skscla001/speech/data/lozgen/audio/220821-215724_loz_006_elicit_38.wav	masapo a nongolo ni ona na fumanwi ki musali ni munna yo munwi ba ne ba hupuzi ku ikezeza simu fa kaufi ni musindi kwa na bulaezwi 
/scratch/skscla001/speech/data/lozgen/audio/221211-163600_loz_9dd_elicit_49.wav	basizana ba ituta ku bupa lipizana za busunso basali ba eza za buhobe 
/scratch/skscla001/speech/data/lozgen/audio/221211-205339_loz_5d8_elicit_6.wav	i fitwa ki puli kwa mano 
/scratch/skscla001/speech/data/lozgen/audio/220925-215243_loz_0da_elicit_36.wav	kamuyongole ya s a li mubulai wa niti a tapa mali ni ku tapisa liapalo za hae fo ne li lotezi 
/scratch/skscla001/speech/data/lozgen/audio/221206-180455_loz_9dd_elicit_18.wav	kale kale batu ne ba utanga linja ni mawawa ku libelela maluo a bona 
/scratch/skscla001/speech/data/lozgen/audio/220814-205913_loz_969_elicit_36.wav	nongolo na swelwi ku batiwa ki mapokola mbumbi nongolo ha fitile mwa libingi ha ni si ka mu bona 
/scratch/skscla001/speech/data/lozgen/audio/220815-192827_loz_006_elicit_12.wav	ha felize zeo a ya kwa mota kono sabo ni lizwalo za mu swala ka tata kuli ni tutoho twa na nwile twa ku puma puma twa fela 
/scratch/skscla001/speech/data/lozgen/audio/221211-211623_loz_5d8_elicit_43.wav	moya o munde u tokwiwa ki mibili ya luna u tiswa ku yona ki lingo mi ki ka zona hape lu utwa minko 
/scratch/skscla001/speech/data/lozgen/audio/221208-213754_loz_9dd_elicit_37.wav	bushiko bu feliswa ki ku nenaunwa kono bu piliswa ki buitumelo 
/scratch/skscla001/speech/data/lozgen/audio/221206-180455_loz_9dd_elicit_24.wav	konji haiba i ngilwe ha ne ni nze ni bapala kwande ni luwawa 
/scratch/skscla001/speech/data/lozgen/audio/220813-165251_loz_969_elicit_36.wav	ki ha mutu a fa tutwa mulyani kaufela mi tutwa ha i nze i ca mulyani 
/scratch/skscla001/speech/data/lozgen/audio/220815-233437_loz_969_elicit_41.wav	mwa munzi wa habo nongolo ba si tuuma kuli haiba nongolo ha si ka kenelwa ki buconi bwa ku sa nola kwa ile u zibe kuli u shwile kono puzo ne li kuli 
/scratch/skscla001/speech/data/lozgen/audio/220813-203957_loz_969_elicit_37.wav	sipulumuki wale sa ba ni mibala ye minde ni tumbombo cwalo 
/scratch/skscla001/speech/data/lozgen/audio/221211-182109_loz_5d8_elicit_22.wav	zazi leo a hana ku ca kahobe ka n a mu file muswali wa hae 
/scratch/skscla001/speech/data/lozgen/audio/221209-093804_loz_9dd_elicit_10.wav	makatanga ni bona ne ba pila cwalo ka bunwi inge makafula 
/scratch/skscla001/speech/data/lozgen/audio/220813-203957_loz_969_elicit_42.wav	luli hanata ku cwalo kono ha ki munna kaufela ya kandaukile ku fita musali 
/scratch/skscla001/speech/data/lozgen/audio/220924-133420_loz_969_elicit_2.wav	ha kutile mwa libingi ziki a talusa za il o fumana 
/scratch/skscla001/speech/data/lozgen/audio/220814-171012_loz_006_elicit_46.wav	nongolo na si ka twaela bupilo bwa mwa bukuwa mi na sa zibi kuli kwa lusaka kwa liba ni njolo ba ta yo pila 
/scratch/skscla001/speech/data/lozgen/audio/220924-122127_loz_969_elicit_36.wav	nako ye hape ba kwa hae ni manolo a ne ba amuhelanga na sa bonwi mi kona ba lumela sa na bulezi sipai kuli mwan a bona ha pili 
/scratch/skscla001/speech/data/lozgen/audio/220926-021027_loz_0da_elicit_16.wav	kono sa na ta saba kuli a palelwe ku nola kini 
/scratch/skscla001/speech/data/lozgen/audio/220926-012714_loz_0da_elicit_12.wav	ba kwa hae bona ha ba alaba sipai ba li nongolo u iketile mwa broken hill mane lu amuhezi libiana za lumezi 
/scratch/skscla001/speech/data/lozgen/audio/221108-225040_loz_fcd_elicit_6.wav	mi a ziba kuli kayama n e li mulozi 
/scratch/skscla001/speech/data/lozgen/audio/220813-165110_loz_006_elicit_44.wav	ka ku ziba kuli meto kaufela a bukuba busihu ba keta ku ina kwa njelelo ya simu ya bo ndate mboma 
/scratch/skscla001/speech/data/lozgen/audio/221024-171240_loz_334_elicit_7.wav	ki kuli mutu ya bu lela hahulu kamita u ipilisa ka mulomo wa hae 
/scratch/skscla001/speech/data/lozgen/audio/220925-001458_loz_0da_elicit_1.wav	likebenga li ziba bupilo bwa zona 
/scratch/skscla001/speech/data/lozgen/audio/220815-192827_loz_006_elicit_32.wav	ba bulela ka ku tiisa ba nze ba yemi ni mupokola 
/scratch/skscla001/speech/data/lozgen/audio/220924-175953_loz_969_elicit_24.wav	ku bonahala kuli libizo la musal a hae ki njolo kono ha ku zibwi hande kakuli fa mucato ku nozwi njolo ni nongolo sipato 
/scratch/skscla001/speech/data/lozgen/audio/221015-151402_loz_334_elicit_7.wav	muoli a pila mwa matota a muleneni mazazi a manata mane kufitela lico ze ne ba sile batu ze fela 
/scratch/skscla001/speech/data/lozgen/audio/220814-153226_loz_006_elicit_7.wav	ki ha mubupi a nga mu zuzunyana ku nahana bakeni sa pilaelo ya zona 
/scratch/skscla001/speech/data/lozgen/audio/221206-180455_loz_9dd_elicit_22.wav	mulen a zona ha fita a tonda nama mi a li buza a halifile a li 
/scratch/skscla001/speech/data/lozgen/audio/221209-093804_loz_9dd_elicit_40.wav	kono ne i li silund wamanje sa banna ni basali se ne si bata minzi ye minca 
/scratch/skscla001/speech/data/lozgen/audio/220925-215243_loz_0da_elicit_39.wav	ha buziwa za nongolo kamuyongole a li nongolo ni katezi ku mu susueza kuli lu tahe kono u li u sa nwa 
/scratch/skscla001/speech/data/lozgen/audio/221210-232945_loz_9dd_elicit_35.wav	bona ni ha ba ipona kuli ba kwa hule ni yena u sa ba utwela butuku 
/scratch/skscla001/speech/data/lozgen/audio/220928-033456_loz_0da_elicit_7.wav	kono sina ha lu ziba tolwana ye hanisiwa kamita i munati ku fita ze nwi 
/scratch/skscla001/speech/data/lozgen/audio/221208-171253_loz_5d8_elicit_47.wav	kwe eni kono a ku na luzumo lo lu nde 
/scratch/skscla001/speech/data/lozgen/audio/220814-223030_loz_969_elicit_20.wav	malopu a pata li sikai musali ya two wa kwa libingi a kala ku kandeka za munna yo ya sa bonwi wa mulozi ya bizwa nongolo sipato 
/scratch/skscla001/speech/data/lozgen/audio/221211-190410_loz_5d8_elicit_32.wav	twa i njomaka ka milomo ya tona 
/scratch/skscla001/speech/data/lozgen/audio/220928-033456_loz_0da_elicit_46.wav	manzibwana punga a kopanya namutesuko ni kamuyongole mi a li ku bona namute suko musal aka kamuyongole munyan aka 
/scratch/skscla001/speech/data/lozgen/audio/220814-205913_loz_969_elicit_19.wav	sandala ka zazi le linwi ha ya kwa hae ku yo bona za mali a ha kapa a fumanchile a yo fumana linolo le li wisize batu pilu mi a lemuha kuli munolo ne li wa njolo 
/scratch/skscla001/speech/data/lozgen/audio/220815-192827_loz_006_elicit_13.wav	muzamaisi a li kanti na na funduka ha ni koni ku bulaiseza batu tala mwa naheni ka baka la sikuba silisinwi 
/scratch/skscla001/speech/data/lozgen/audio/220821-193526_loz_006_elicit_44.wav	mota ha sei matile musipili wa libima ze one forty one ba fita fa nkambe ya mankoya 
/scratch/skscla001/speech/data/lozgen/audio/221209-093804_loz_9dd_elicit_26.wav	kalonga ni undi ki malena ba batuna ba ba na ni malenanyana ni likiliti za batu mwa tas a bona 
/scratch/skscla001/speech/data/lozgen/audio/221209-161751_loz_9dd_elicit_30.wav	kono mushimani yo kamita h a koni ku ca sika a sa lu monkoleli kwa teni 
/scratch/skscla001/speech/data/lozgen/audio/220924-113627_loz_969_elicit_1.wav	ziki a man o bona mabizo a fumana ni la nongolo ni musal a hae fa teni 
/scratch/skscla001/speech/data/lozgen/audio/220925-224646_loz_0da_elicit_41.wav	ka totukwanali zowo ya manzibwana nongolo a yo bonana ni cartons 
/scratch/skscla001/speech/data/lozgen/audio/220814-223030_loz_969_elicit_8.wav	fa silalanda sa hesu batu ha ba ta ziba ze ni eza ha ba na ku ni sepa 
/scratch/skscla001/speech/data/lozgen/audio/221208-171253_loz_5d8_elicit_37.wav	n a ziba kuli kwa bata 
/scratch/skscla001/speech/data/lozgen/audio/220925-013438_loz_0da_elicit_35.wav	kono yena na na ni ku siala ni ba banwi ba banata ku fita bao ne i kona ku longa mota ka mulongelo u limunwi 
/scratch/skscla001/speech/data/lozgen/audio/220924-184927_loz_969_elicit_0.wav	a talima kafa ni kafa a sa boni mutu mi a kalamu ka simbi ka na iwezi a tuba gilasi ya mwa lihaulo 
/scratch/skscla001/speech/data/lozgen/audio/221024-175856_loz_334_elicit_12.wav	a kayama mwan a ka mumizo wa hao u ta ku isa kwa litindi 
/scratch/skscla001/speech/data/lozgen/audio/220924-184927_loz_969_elicit_23.wav	kamuyongole ha na sa litela za musipili wa ku ya kwa mongu na bulukilwe mwa tolongo 
/scratch/skscla001/speech/data/lozgen/audio/220814-171012_loz_006_elicit_34.wav	ha i yemisa a fumana kuli ne i sina mabuleki mi ni wili ya kwa pili ne i si ka tamiwa hande 
/scratch/skscla001/speech/data/lozgen/audio/220814-205913_loz_969_elicit_9.wav	nako ye kaufela ni malubale ko ne ba wile bucwala bo kamuyongole ni nongolo ne ba swelwi 
/scratch/skscla001/speech/data/lozgen/audio/220926-004829_loz_0da_elicit_3.wav	bo sipato bo ndatahe nongolo ba clezwa ki mulikan a nongolo mwan a bona ya na sa utwile kuli ha ku zibwi kapa nongolo 
/scratch/skscla001/speech/data/lozgen/audio/221211-115749_loz_9dd_elicit_55.wav	u yemi fa litali la kota u nze u putile mazoho wa ni lubukela inge u bata ku ni tulela 
/scratch/skscla001/speech/data/lozgen/audio/221208-213754_loz_9dd_elicit_39.wav	musonda a lwala sizuma mo ne ku inzi buhobe ni poto ya busunso kwa lizoho le linwi a iwala mukope wa mezi 
/scratch/skscla001/speech/data/lozgen/audio/220928-033456_loz_0da_elicit_35.wav	punga ne si munna ya na lumela mwa lika za na si ka bonisisa mi ni haike na sa kalisize ku lemuha bulamu bo bu fitisisa a lumela kuli namutesuko a ye ni mulamwae 
/scratch/skscla001/speech/data/lozgen/audio/220925-224646_loz_0da_elicit_18.wav	nongolo a sa li a itumele kwa swalelo yeo a utwa sitima sa huwa 
/scratch/skscla001/speech/data/lozgen/audio/221024-173803_loz_334_elicit_44.wav	ha ba felize ba opeliswa lipina 
/scratch/skscla001/speech/data/lozgen/audio/220924-122127_loz_969_elicit_24.wav	kamuyongole ni yena ka nako yo musefo no tutezi kaw kuli a itute ku zamaisa mota ili kuli a zamaisange simbayambaya fa famu 
/scratch/skscla001/speech/data/lozgen/audio/220926-014931_loz_0da_elicit_3.wav	ziki a buza jogoi a li ndate bo captain jogoi ni na ni mabizo a batu ba ne ba kwezi mwa mota ya mina la five kandao nineteen forty five 
/scratch/skscla001/speech/data/lozgen/audio/220821-184128_loz_006_elicit_38.wav	sandala wa kona ku kutela kwa sikolo 
